diffrence,color,mask,illumination,threshold,min_error
3990_052_df.jpg,3990_052_cl.jpg,3990_052_pr.jpg,2149837,53,0
3990_053_df.jpg,3990_053_cl.jpg,3990_053_pr.jpg,2200470,150,0
3990_054_df.jpg,3990_054_cl.jpg,3990_054_pr.jpg,2054890,154,0
3990_055_df.jpg,3990_055_cl.jpg,3990_055_pr.jpg,2339775,117,0
3990_056_df.jpg,3990_056_cl.jpg,3990_056_pr.jpg,2431925,110,0
3990_057_df.jpg,3990_057_cl.jpg,3990_057_pr.jpg,564981,73,0
3990_058_df.jpg,3990_058_cl.jpg,3990_058_pr.jpg,2434025,139,0
3990_059_df.jpg,3990_059_cl.jpg,3990_059_pr.jpg,2150823,101,0
3990_060_df.jpg,3990_060_cl.jpg,3990_060_pr.jpg,2090835,9,0
3990_061_df.jpg,3990_061_cl.jpg,3990_061_pr.jpg,2414476,103,0
3990_062_df.jpg,3990_062_cl.jpg,3990_062_pr.jpg,2145012,83,0
3990_063_df.jpg,3990_063_cl.jpg,3990_063_pr.jpg,2143467,148,0
3990_064_df.jpg,3990_064_cl.jpg,3990_064_pr.jpg,2185394,89,0
3990_065_df.jpg,3990_065_cl.jpg,3990_065_pr.jpg,2291815,86,0
3990_066_df.jpg,3990_066_cl.jpg,3990_066_pr.jpg,2389932,90,0
3990_067_df.jpg,3990_067_cl.jpg,3990_067_pr.jpg,2390558,93,0
3990_068_df.jpg,3990_068_cl.jpg,3990_068_pr.jpg,2272188,96,0
3990_069_df.jpg,3990_069_cl.jpg,3990_069_pr.jpg,2168020,119,39
3990_070_df.jpg,3990_070_cl.jpg,3990_070_pr.jpg,2093910,86,210030
3990_071_df.jpg,3990_071_cl.jpg,3990_071_pr.jpg,2092406,153,119367
3990_072_df.jpg,3990_072_cl.jpg,3990_072_pr.jpg,2151750,151,1539
3990_073_df.jpg,3990_073_cl.jpg,3990_073_pr.jpg,2062287,47,1323879
3990_074_df.jpg,3990_074_cl.jpg,3990_074_pr.jpg,2025998,113,1049661
3990_075_df.jpg,3990_075_cl.jpg,3990_075_pr.jpg,1444981,153,0
3990_076_df.jpg,3990_076_cl.jpg,3990_076_pr.jpg,0,0,0
3990_077_df.jpg,3990_077_cl.jpg,3990_077_pr.jpg,764253,81,370737
3990_078_df.jpg,3990_078_cl.jpg,3990_078_pr.jpg,2363143,53,1792353
3990_079_df.jpg,3990_079_cl.jpg,3990_079_pr.jpg,2036527,135,631752
3990_080_df.jpg,3990_080_cl.jpg,3990_080_pr.jpg,2165175,75,972144
3990_081_df.jpg,3990_081_cl.jpg,3990_081_pr.jpg,1948146,27,1859877
3990_082_df.jpg,3990_082_cl.jpg,3990_082_pr.jpg,2063351,25,1799952
3990_083_df.jpg,3990_083_cl.jpg,3990_083_pr.jpg,2121032,33,1593801
3990_084_df.jpg,3990_084_cl.jpg,3990_084_pr.jpg,2119884,8,1609830
3990_085_df.jpg,3990_085_cl.jpg,3990_085_pr.jpg,2062048,7,1668141
3990_086_df.jpg,3990_086_cl.jpg,3990_086_pr.jpg,2110628,5,2196654
3990_087_df.jpg,3990_087_cl.jpg,3990_087_pr.jpg,2050761,0,2076759
3990_088_df.jpg,3990_088_cl.jpg,3990_088_pr.jpg,1930952,2,2421144
3990_089_df.jpg,3990_089_cl.jpg,3990_089_pr.jpg,1801609,42,2478546
3990_090_df.jpg,3990_090_cl.jpg,3990_090_pr.jpg,2175421,62,111312
3990_091_df.jpg,3990_091_cl.jpg,3990_091_pr.jpg,1645097,155,129459
3990_092_df.jpg,3990_092_cl.jpg,3990_092_pr.jpg,1300796,88,371925
3990_093_df.jpg,3990_093_cl.jpg,3990_093_pr.jpg,864051,138,6957
3990_094_df.jpg,3990_094_cl.jpg,3990_094_pr.jpg,49202,155,0
3990_095_df.jpg,3990_095_cl.jpg,3990_095_pr.jpg,0,0,0
3990_096_df.jpg,3990_096_cl.jpg,3990_096_pr.jpg,0,0,0
3990_097_df.jpg,3990_097_cl.jpg,3990_097_pr.jpg,654613,155,0
3990_098_df.jpg,3990_098_cl.jpg,3990_098_pr.jpg,1548369,124,0
3990_099_df.jpg,3990_099_cl.jpg,3990_099_pr.jpg,1982230,142,831
3990_100_df.jpg,3990_100_cl.jpg,3990_100_pr.jpg,1505094,158,100542
3990_101_df.jpg,3990_101_cl.jpg,3990_101_pr.jpg,1245066,172,137778
3990_102_df.jpg,3990_102_cl.jpg,3990_102_pr.jpg,1255971,148,139131
3990_103_df.jpg,3990_103_cl.jpg,3990_103_pr.jpg,1223793,136,120069
3990_104_df.jpg,3990_104_cl.jpg,3990_104_pr.jpg,1269807,132,93909
3990_105_df.jpg,3990_105_cl.jpg,3990_105_pr.jpg,1242745,136,0
3990_106_df.jpg,3990_106_cl.jpg,3990_106_pr.jpg,1203642,172,0
3990_107_df.jpg,3990_107_cl.jpg,3990_107_pr.jpg,1276204,160,0
3990_108_df.jpg,3990_108_cl.jpg,3990_108_pr.jpg,1765733,187,0
3990_109_df.jpg,3990_109_cl.jpg,3990_109_pr.jpg,1816686,67,0
3990_110_df.jpg,3990_110_cl.jpg,3990_110_pr.jpg,1339853,142,0
3990_111_df.jpg,3990_111_cl.jpg,3990_111_pr.jpg,937538,71,0
3990_112_df.jpg,3990_112_cl.jpg,3990_112_pr.jpg,33072,51,0
3990_113_df.jpg,3990_113_cl.jpg,3990_113_pr.jpg,0,0,0
3990_114_df.jpg,3990_114_cl.jpg,3990_114_pr.jpg,0,0,0
3990_115_df.jpg,3990_115_cl.jpg,3990_115_pr.jpg,0,0,0
3990_116_df.jpg,3990_116_cl.jpg,3990_116_pr.jpg,40,0,0
3990_117_df.jpg,3990_117_cl.jpg,3990_117_pr.jpg,699857,149,0
3990_118_df.jpg,3990_118_cl.jpg,3990_118_pr.jpg,1704309,145,0
3990_119_df.jpg,3990_119_cl.jpg,3990_119_pr.jpg,1929182,119,0
3990_120_df.jpg,3990_120_cl.jpg,3990_120_pr.jpg,1418760,104,0
3990_121_df.jpg,3990_121_cl.jpg,3990_121_pr.jpg,1481929,92,0
3990_122_df.jpg,3990_122_cl.jpg,3990_122_pr.jpg,1456407,74,0
3990_123_df.jpg,3990_123_cl.jpg,3990_123_pr.jpg,1479900,76,0
3990_124_df.jpg,3990_124_cl.jpg,3990_124_pr.jpg,1503745,111,0
3990_125_df.jpg,3990_125_cl.jpg,3990_125_pr.jpg,1652421,154,0
3990_126_df.jpg,3990_126_cl.jpg,3990_126_pr.jpg,1712559,135,0
3990_127_df.jpg,3990_127_cl.jpg,3990_127_pr.jpg,1988893,150,0
3990_128_df.jpg,3990_128_cl.jpg,3990_128_pr.jpg,1852393,79,0
3990_129_df.jpg,3990_129_cl.jpg,3990_129_pr.jpg,1348100,83,0
3990_130_df.jpg,3990_130_cl.jpg,3990_130_pr.jpg,46906,45,0
3990_131_df.jpg,3990_131_cl.jpg,3990_131_pr.jpg,0,0,0
3990_132_df.jpg,3990_132_cl.jpg,3990_132_pr.jpg,0,0,0
